date,quiniela,period,position,result
2014-12-02,nacional,primera,20,7579
2014-12-02,nacional,primera,Letras,IPPW 
2014-12-03,nacional,primera,1,2099
2014-12-03,nacional,primera,2,0245
2014-12-03,nacional,primera,3,4725
2014-12-03,nacional,primera,4,1248
2014-12-03,nacional,primera,5,3147
2014-12-03,nacional,primera,6,7458
2014-12-03,nacional,primera,7,8276
2014-12-03,nacional,primera,8,4960
2014-12-03,nacional,primera,9,4521
2014-12-03,nacional,primera,10,2728
2014-12-03,nacional,primera,11,8186
2014-12-03,nacional,primera,12,9270
2014-12-03,nacional,primera,13,3442
2014-12-03,nacional,primera,14,0925
2014-12-03,nacional,primera,15,7458
2014-12-03,nacional,primera,16,1989
2014-12-03,nacional,primera,17,8429
2014-12-03,nacional,primera,18,0866
2014-12-03,nacional,primera,19,5098
2014-12-03,nacional,primera,20,8009
2014-12-03,nacional,primera,Letras,OHHT 
2014-12-04,nacional,primera,1,2452
2014-12-04,nacional,primera,2,0222
2014-12-04,nacional,primera,3,4261
2014-12-04,nacional,primera,4,1301
2014-12-04,nacional,primera,5,1788
2014-12-04,nacional,primera,6,9455
2014-12-04,nacional,primera,7,3420
2014-12-04,nacional,primera,8,5888
2014-12-04,nacional,primera,9,5257
2014-12-04,nacional,primera,10,2050
2014-12-04,nacional,primera,11,8761
2014-12-04,nacional,primera,12,1086
2014-12-04,nacional,primera,13,6658
2014-12-04,nacional,primera,14,9112
2014-12-04,nacional,primera,15,5025
2014-12-04,nacional,primera,16,5027
2014-12-04,nacional,primera,17,7016
2014-12-04,nacional,primera,18,8209
2014-12-04,nacional,primera,19,2758
2014-12-04,nacional,primera,20,5050
2014-12-04,nacional,primera,Letras,ICJL 
2014-12-05,nacional,primera,1,8735
2014-12-05,nacional,primera,2,9727
2014-12-05,nacional,primera,3,1463
2014-12-05,nacional,primera,4,2537
2014-12-05,nacional,primera,5,3606
2014-12-05,nacional,primera,6,7006
2014-12-05,nacional,primera,7,1505
2014-12-05,nacional,primera,8,7009
2014-12-05,nacional,primera,9,4340
2014-12-05,nacional,primera,10,3649
2014-12-05,nacional,primera,11,3231
2014-12-05,nacional,primera,12,0132
2014-12-05,nacional,primera,13,3618
2014-12-05,nacional,primera,14,1568
2014-12-05,nacional,primera,15,8080
2014-12-05,nacional,primera,16,4713
2014-12-05,nacional,primera,17,5330
2014-12-05,nacional,primera,18,2596
2014-12-05,nacional,primera,19,5763
2014-12-05,nacional,primera,20,3709
2014-12-05,nacional,primera,Letras,IPQW 
2014-12-06,nacional,primera,1,8200
2014-12-06,nacional,primera,2,6934
2014-12-06,nacional,primera,3,5466
2014-12-06,nacional,primera,4,9836
2014-12-06,nacional,primera,5,2650
2014-12-06,nacional,primera,6,0944
2014-12-06,nacional,primera,7,0886
2014-12-06,nacional,primera,8,4810
2014-12-06,nacional,primera,9,1549
2014-12-06,nacional,primera,10,8080
2014-12-06,nacional,primera,11,7226
2014-12-06,nacional,primera,12,7770
2014-12-06,nacional,primera,13,1509
2014-12-06,nacional,primera,14,2137
2014-12-06,nacional,primera,15,9010
2014-12-06,nacional,primera,16,6618
2014-12-06,nacional,primera,17,1847
2014-12-06,nacional,primera,18,4887
2014-12-06,nacional,primera,19,8639
2014-12-06,nacional,primera,20,7028
2014-12-06,nacional,primera,Letras,EOUN 
2014-12-09,nacional,primera,1,5663
2014-12-09,nacional,primera,2,4717
2014-12-09,nacional,primera,3,6930
2014-12-09,nacional,primera,4,6156
2014-12-09,nacional,primera,5,3685
2014-12-09,nacional,primera,6,5692
2014-12-09,nacional,primera,7,0178
2014-12-09,nacional,primera,8,3768
2014-12-09,nacional,primera,9,1346
2014-12-09,nacional,primera,10,0861
2014-12-09,nacional,primera,11,0128
2014-12-09,nacional,primera,12,6622
2014-12-09,nacional,primera,13,0834
2014-12-09,nacional,primera,14,7535
2014-12-09,nacional,primera,15,4584
2014-12-09,nacional,primera,16,6618
2014-12-09,nacional,primera,17,6726
2014-12-09,nacional,primera,18,0025
2014-12-09,nacional,primera,19,5633
2014-12-09,nacional,primera,20,0528
2014-12-09,nacional,primera,Letras,URVV 
2014-12-10,nacional,primera,1,3873
2014-12-10,nacional,primera,2,7425
2014-12-10,nacional,primera,3,6653
2014-12-10,nacional,primera,4,4510
2014-12-10,nacional,primera,5,8230
2014-12-10,nacional,primera,6,6678
2014-12-10,nacional,primera,7,4486
2014-12-10,nacional,primera,8,1302
2014-12-10,nacional,primera,9,4572
2014-12-10,nacional,primera,10,1171
2014-12-10,nacional,primera,11,5699
2014-12-10,nacional,primera,12,3918
2014-12-10,nacional,primera,13,0727
2014-12-10,nacional,primera,14,3615
2014-12-10,nacional,primera,15,6960
2014-12-10,nacional,primera,16,7350
2014-12-10,nacional,primera,17,1075
2014-12-10,nacional,primera,18,5312
2014-12-10,nacional,primera,19,1243
2014-12-10,nacional,primera,20,6969
2014-12-10,nacional,primera,Letras,IOKP 
2014-12-11,nacional,primera,1,6408
2014-12-11,nacional,primera,2,4537
2014-12-11,nacional,primera,3,1397
2014-12-11,nacional,primera,4,1809
2014-12-11,nacional,primera,5,1125
2014-12-11,nacional,primera,6,1816
